STAZIONE FS;AEROPORTO;CODICE IDENTIFICATIVO;SALA CONFERENZE;PARCHEGGIO;PROVINCIA;IMPIANTI RISALITA;DENOMINAZIONE;SITO WEB;STELLE;TERMALE;ACCESSO AI DISABILI;PERIFERIA;FAX;NUOVA CLASSIFICAZIONE LR11;TELEFONO;COLLINARE;COMUNE;NUMERO CIVICO;INDIRIZZO;SOLARIUM;EMAIL;ZONA FIERA;LAGO;SPAGNOLO;INTERNO;CAP;AUTOSTRADA;FITNESS;GIOCHI BIMBI;TIPOLOGIA SECONDARIA;CATEGORIA;SAUNA;ZONA;INGLESE;ALTRI SERVIZI;CENTRO STORICO;ARIA CONDIZIONATA;LOCALITA;MARE;ANIMALI AMMESSI;PISCINA;TEDESCO;CHIUSURA TEMPORANEA;RISTORANTE;FRANCESE;TIPOLOGIA;PISCINA COPERTA;DATA ULTIMA MODIFICA
FALSO;FALSO;81280;FALSO;VERO;VERONA;FALSO;A CASA DI SILVIA;www.bbacasadisilvia.it;;FALSO;FALSO;VERO;;;045/500836;FALSO;VERONA;13;Via del Pestrino;FALSO;bb@bbacasadisilvia.it;VERO;FALSO;FALSO;;37134;FALSO;FALSO;FALSO;;;FALSO;verona;FALSO;;FALSO;VERO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;16/10/2013
FALSO;FALSO;56602;FALSO;VERO;VERONA;FALSO;ACINATICUM;www.amaronevalpolicella.org;;FALSO;FALSO;VERO;;2 Leoni;328/9417228;VERO;NEGRAR;16;Via Vigolo;FALSO;info@vogadorivini.it;FALSO;FALSO;FALSO;;37024;FALSO;FALSO;FALSO;;;FALSO;verona;VERO;;FALSO;VERO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;15/02/2018
VERO;FALSO;86281;FALSO;VERO;VERONA;FALSO;A CORTE PARISE;;;FALSO;FALSO;FALSO;;;335/8419500;FALSO;ISOLA DELLA SCALA;6/A;Via Gabriele;FALSO;linaganassini@gmail.com;FALSO;FALSO;VERO;;37063;FALSO;FALSO;FALSO;;;FALSO;verona;VERO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;BED AND BREAKFAST;FALSO;15/01/2014
FALSO;FALSO;111422;FALSO;VERO;VERONA;FALSO;ADIGE PARK B&B;;;FALSO;FALSO;FALSO;;3 Leoni;349/3306593  045/522123;FALSO;VERONA;22 int. 2;Via Belluno;FALSO;adriano.garonzi@gmail.com;FALSO;FALSO;VERO;;37133;FALSO;FALSO;FALSO;;;FALSO;verona;VERO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;BED AND BREAKFAST;FALSO;19/05/2017
FALSO;FALSO;44991;FALSO;FALSO;VERONA;FALSO;AD SIDERA;www.adsiderabb.it;;FALSO;FALSO;FALSO;;;335 6697365 - 045 7170034;FALSO;PASTRENGO;18;piazza Carlo Alberto;FALSO;info@adsiderabb.it;FALSO;FALSO;FALSO;;37010;FALSO;FALSO;FALSO;;;FALSO;garda;VERO;;VERO;VERO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;24/06/2015
FALSO;FALSO;1117;FALSO;VERO;VERONA;FALSO;A.GIULIETTA B&B;htt//aagiulettabeb.altervista.org/;;FALSO;FALSO;FALSO;;2 Leoni;333 7742704    340 8324962;FALSO;VERONA;5 scala h  int. cortile 2° palazzo  dx;Via Del Minatore  Zona Raggio di Sole;FALSO;aagiuliettabeb@alice.it;FALSO;FALSO;FALSO;;37122;FALSO;FALSO;FALSO;;;FALSO;verona;FALSO;;VERO;VERO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;14/11/2016
FALSO;FALSO;49750;FALSO;FALSO;VERONA;FALSO;AGLI ABBAINI DI SOTTO;www.agliabbaini.it;;FALSO;FALSO;FALSO;;2 Leoni;3356847526    3387632555;FALSO;VERONA;15;Via Ippolito Nievo;FALSO;info@agliabbaini.it;FALSO;FALSO;FALSO;;37128;FALSO;FALSO;FALSO;;;FALSO;verona;VERO;;VERO;VERO;;FALSO;FALSO;FALSO;VERO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;18/04/2017
FALSO;FALSO;76441;FALSO;FALSO;VERONA;FALSO;AGLI ACERI;www.bebagliaceri.com;;FALSO;FALSO;VERO;;2 Leoni;347 5208842 - 340 6425695;FALSO;VERONA;6;Via Giordano Chierighini;FALSO;info@bebagliaceri.com;FALSO;FALSO;VERO;;37139;FALSO;FALSO;FALSO;;;FALSO;verona;VERO;USO GRATUITO WI-FI E BICICLETTE  + VENTILAZIONE CON PALE A SOFFITTO;FALSO;FALSO;;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;VERO;BED AND BREAKFAST;FALSO;21/12/2017
FALSO;FALSO;28297;FALSO;VERO;VERONA;FALSO;AGLI ULIVI;www.bbagliulivi.it;;FALSO;FALSO;FALSO;;;045/7834362;VERO;ILLASI;1;loc. Montecurto;FALSO;bellomimassimo@gmail.com;FALSO;FALSO;FALSO;;37031;FALSO;FALSO;FALSO;;;FALSO;verona;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;30/08/2016
FALSO;FALSO;46883;FALSO;VERO;VERONA;FALSO;AGLI ULIVI;www.bebagliulivi.com;;FALSO;FALSO;FALSO;045/6304937;2 Leoni;045/6304937  3472112856;VERO;VALEGGIO SUL MINCIO;1 - Santa Lucia ai monti;Via Risorgimento;FALSO;;FALSO;FALSO;FALSO;;37067;FALSO;FALSO;FALSO;;;FALSO;garda;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;BED AND BREAKFAST;FALSO;04/04/2016
FALSO;FALSO;90360;FALSO;VERO;VERONA;FALSO;AGORA';www.bbagora.it;;FALSO;FALSO;FALSO;;3 Leoni;346/3055243;FALSO;NEGRAR;1;Via Villa;FALSO;bbagora@hotmail.it;FALSO;FALSO;VERO;;37024;FALSO;FALSO;FALSO;;;FALSO;verona;VERO;;VERO;VERO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;15/03/2017
FALSO;FALSO;907;FALSO;FALSO;VERONA;FALSO;AI DUE PINI;www.aiduepini.it;;FALSO;FALSO;FALSO;457156116;2 Leoni;457156116;FALSO;PESCANTINA;1;Via dei Pini;FALSO;info@aiduepini.it;FALSO;FALSO;VERO;;37026;FALSO;FALSO;FALSO;;;FALSO;verona;VERO;;FALSO;VERO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;23/03/2017
FALSO;FALSO;45292;FALSO;VERO;VERONA;FALSO;AI GASOI;bed-and-breakfast.it;;FALSO;FALSO;VERO;;3 Leoni;045/6200827;FALSO;COSTERMANO SUL GARDA;30;loc. Gazzoli;FALSO;aigasoi@libero.it;FALSO;FALSO;FALSO;;37010;FALSO;FALSO;VERO;;;FALSO;garda;VERO;;FALSO;VERO;;FALSO;VERO;FALSO;VERO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;12/09/2016
FALSO;FALSO;53175;FALSO;FALSO;VERONA;FALSO;AI GIARDINI B&B;;;FALSO;FALSO;FALSO;045/8348001;2 Leoni;045/8348001   334/1251195;FALSO;VERONA;30;Via Ciro Menotti;FALSO;aigiardinibeb@alice.it;FALSO;FALSO;FALSO;;37126;FALSO;FALSO;FALSO;;;FALSO;verona;VERO;;VERO;VERO;;FALSO;FALSO;FALSO;VERO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;23/05/2016
FALSO;FALSO;62721;FALSO;VERO;VERONA;FALSO;AI GIUSTI;www.aigiusti.it;;FALSO;FALSO;FALSO;;5 Leoni;348 7802690;FALSO;VERONA;15/A int. 2;Via Giardini Giusti;FALSO;camillatantini@gmail.com;FALSO;FALSO;VERO;;37129;FALSO;FALSO;FALSO;;;FALSO;verona;VERO;sauna finlandese e zona relax;VERO;VERO;;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;09/09/2016
FALSO;FALSO;47354;FALSO;FALSO;VERONA;FALSO;AI LEONI B & B;;;FALSO;FALSO;FALSO;;;348/4746880;FALSO;VERONA;7;Via XX Settembre;FALSO;aileoni@libero.it;FALSO;FALSO;VERO;;37129;FALSO;FALSO;FALSO;;;FALSO;verona;VERO;;VERO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;01/10/2012
FALSO;FALSO;60721;FALSO;VERO;VERONA;FALSO;AI MONTECCHI;bebaimontecchi.it;;FALSO;FALSO;FALSO;;2 Leoni;328/4282752;FALSO;VERONA;9 int. 4;Via Dei Montecchi;FALSO;info@bebaimontecchi.it;FALSO;FALSO;FALSO;;37122;FALSO;FALSO;FALSO;;;FALSO;verona;VERO;;VERO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;17/02/2017
FALSO;FALSO;860;FALSO;VERO;VERONA;FALSO;AI SETTE NOCI;www.aisettenoci.it;;FALSO;FALSO;FALSO;;2 Leoni;0458668051    cell 3473070478;VERO;GREZZANA;26   LOC. ALCENAGO;Via Rupiano;FALSO;sorellenicolis@libero.it;FALSO;FALSO;FALSO;;37023;FALSO;FALSO;VERO;;;FALSO;verona;VERO;;FALSO;FALSO;;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;VERO;BED AND BREAKFAST;FALSO;20/03/2017
FALSO;FALSO;84280;FALSO;VERO;VERONA;FALSO;AI TIGLI;;;FALSO;FALSO;FALSO;;2 Leoni;345/7640350;FALSO;LEGNAGO;28;Viale dei Tigli;FALSO;eliana.p@libero.it;FALSO;FALSO;FALSO;;37045;FALSO;FALSO;FALSO;;;FALSO;verona;VERO;;VERO;VERO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;BED AND BREAKFAST;FALSO;01/04/2016
FALSO;FALSO;90420;FALSO;FALSO;VERONA;FALSO;AL 19;;;FALSO;FALSO;FALSO;;4 Leoni;347/7556434;FALSO;VERONA;19 int. 3 scala B;Stradone San Fermo;FALSO;michelavalerio@alice.it;FALSO;FALSO;VERO;;37121;FALSO;FALSO;FALSO;;;FALSO;verona;VERO;;VERO;VERO;;FALSO;FALSO;FALSO;VERO;FALSO;FALSO;VERO;BED AND BREAKFAST;FALSO;12/09/2016
FALSO;FALSO;913;FALSO;VERO;VERONA;FALSO;AL BED & BREAKFAST DA CRISTINA;www.bedandbreakfastgarda.com;;FALSO;FALSO;FALSO;;2 Leoni;3394602847;FALSO;PESCHIERA DEL GARDA;47;Strada Bergamini;FALSO;bebcristina@gmail.com;FALSO;VERO;FALSO;;37019;FALSO;FALSO;FALSO;;;FALSO;garda;VERO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;12/09/2016
FALSO;FALSO;54300;FALSO;FALSO;VERONA;FALSO;ALBORA BEDANDBREAKFAST;www.alborabb.it;;FALSO;FALSO;FALSO;1782238571;2 Leoni;045 590919 - 333 3261021;FALSO;VERONA;127;Corso Porta Nuova;FALSO;info@alborabb.it;FALSO;FALSO;FALSO;;37122;FALSO;FALSO;FALSO;;;FALSO;verona;VERO;WI-FI;VERO;VERO;;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;02/11/2017
FALSO;FALSO;52144;FALSO;VERO;VERONA;FALSO;AL CANTON;bebalcanton.it;;FALSO;FALSO;FALSO;458969037;2 Leoni;3420822388   3420822387;VERO;SOMMACAMPAGNA;21;Via Carrari;FALSO;bebalcanton@gmail.com;FALSO;FALSO;FALSO;;37066;FALSO;FALSO;VERO;;;FALSO;verona;VERO;;FALSO;VERO;;FALSO;FALSO;FALSO;VERO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;12/07/2016
FALSO;FALSO;51426;FALSO;FALSO;VERONA;FALSO;AL CAPITANO;;;FALSO;FALSO;FALSO;;;+ 39 3479558507;FALSO;GARDA;3;Via Cavour;FALSO;annagrimoldi@yahoo.it;FALSO;FALSO;VERO;;37016;FALSO;FALSO;FALSO;;;FALSO;garda;VERO;;FALSO;VERO;;FALSO;FALSO;FALSO;VERO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;26/04/2017
FALSO;FALSO;106023;FALSO;VERO;VERONA;FALSO;AL CEDRO;;;FALSO;FALSO;FALSO;;;348/7825850;VERO;NEGRAR;11;Via D. Degani;FALSO;giafra1956@virgilio.it;FALSO;FALSO;FALSO;;37024;FALSO;FALSO;FALSO;;;FALSO;verona;FALSO;;FALSO;VERO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;19/01/2015
FALSO;FALSO;53260;FALSO;FALSO;VERONA;FALSO;ALCOVA DI SUSANNA;myapartmentinverona.com;;FALSO;FALSO;FALSO;;2 Leoni;334/8056455  335/1962930;FALSO;VERONA;16/a;Via San Giovanni in Valle;FALSO;andycampus@libero.it;FALSO;FALSO;FALSO;;37129;FALSO;FALSO;FALSO;;;FALSO;verona;VERO;wifi - terrazzo interno con area verde;VERO;VERO;;FALSO;FALSO;FALSO;VERO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;26/04/2016
FALSO;FALSO;122602;FALSO;FALSO;VERONA;FALSO;AL FOGOLAR;;;FALSO;FALSO;FALSO;;2 Leoni;045 7225688;FALSO;TORRI DEL BENACO;;via San Zeno;FALSO;alfogolar@alice.it;FALSO;FALSO;FALSO;;37010;FALSO;FALSO;FALSO;;;FALSO;garda;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;07/11/2017
FALSO;FALSO;90400;FALSO;FALSO;VERONA;FALSO;AL FONDACO;www.bbalfondaco.it;;FALSO;FALSO;FALSO;;2 Leoni;340/2570831;FALSO;PESCANTINA;9/i;Corso San Lorenzo;FALSO;info@bbalfondaco.it;FALSO;FALSO;VERO;;37026;FALSO;FALSO;FALSO;;;FALSO;verona;VERO;tv, internet, wi-fi;VERO;VERO;;FALSO;FALSO;FALSO;VERO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;10/06/2016
FALSO;FALSO;46853;FALSO;FALSO;VERONA;FALSO;AL GAZEBO;;;FALSO;FALSO;FALSO;;2 Leoni;388/9427060;FALSO;VERONA;27;Via Quarto;FALSO;bedgazebo@gmail.com;FALSO;FALSO;FALSO;;37128;FALSO;FALSO;FALSO;;;FALSO;verona;FALSO;;VERO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;21/02/2017
FALSO;FALSO;50556;FALSO;FALSO;VERONA;FALSO;ALLACASADILUCIA;;;FALSO;FALSO;FALSO;;2 Leoni;333 9478548;FALSO;VERONA;7;Via Roma;FALSO;info@allacasadilucia.it;FALSO;FALSO;FALSO;;37121;FALSO;FALSO;FALSO;;;FALSO;verona;VERO;;VERO;VERO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;18/04/2017
FALSO;FALSO;46596;FALSO;FALSO;VERONA;FALSO;ALLA CATTEDRALE;cattedrale.wixsite.com/allacattedrale;;FALSO;FALSO;FALSO;045 590579;2 Leoni;045 590579 - 338 9387575;FALSO;VERONA;7;Via Duomo;FALSO;allacattedrale@gmail.com;FALSO;FALSO;FALSO;;37121;FALSO;FALSO;VERO;;;FALSO;verona;VERO;televisione, frigobar, UTILIZZO PIANOFORTE;VERO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;BED AND BREAKFAST;FALSO;26/04/2017
FALSO;FALSO;42459;FALSO;FALSO;VERONA;FALSO;ALLA GALLERIA B & B;www.bedandbreakfastallagalleria.com;;FALSO;FALSO;FALSO;045/8010046;2 Leoni;347 2488462;FALSO;VERONA;4;via Antonio Cantore;FALSO;info@bedandbreakfastallagalleria.com;FALSO;FALSO;FALSO;;37121;FALSO;FALSO;FALSO;;;FALSO;verona;VERO;;VERO;VERO;;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;14/12/2017
FALSO;FALSO;48257;FALSO;FALSO;VERONA;FALSO;ALLA PARIGLIA;;;FALSO;FALSO;FALSO;045/9237023;;045/9237023;FALSO;ZEVIO;13/A   FRAZ. SANTA MARIA DI ZEVIO;VIA MACCACHIOVE;FALSO;info@readycarservice.com;FALSO;FALSO;FALSO;;37059;FALSO;FALSO;FALSO;;;FALSO;verona;VERO;PISCINA;FALSO;VERO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;12/11/2012
FALSO;FALSO;101322;FALSO;FALSO;VERONA;FALSO;ALLA ROSA;;;FALSO;FALSO;FALSO;;2 Leoni;045/8005896  348/7328169;FALSO;VERONA;6/A int. 5;Via Rosa;FALSO;clickrosa@libero.it;FALSO;FALSO;FALSO;;37121;FALSO;FALSO;FALSO;;;FALSO;verona;FALSO;;VERO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;07/03/2016
FALSO;FALSO;50951;FALSO;VERO;VERONA;FALSO;ALLA VILLA LIBERTY;;;FALSO;FALSO;FALSO;45917115;3 Leoni;3472519898    34876571777;FALSO;VERONA;10;Via Santini;FALSO;infovillaliberty@gmail.com;FALSO;FALSO;FALSO;;37124;FALSO;FALSO;FALSO;;;FALSO;verona;VERO;internet wi-fi;VERO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;BED AND BREAKFAST;FALSO;14/04/2017
FALSO;FALSO;889;FALSO;VERO;VERONA;FALSO;ALLE CALCAROLE;www.allecalcarole.it;;FALSO;FALSO;FALSO;457501580;2 Leoni;0457501580 - 3474271719;VERO;NEGRAR;3;Via Poiega;FALSO;info@allecalcarole.it;FALSO;FALSO;FALSO;;37024;FALSO;FALSO;VERO;;;FALSO;verona;VERO;internet point, lavanderia su ruchuesta;FALSO;VERO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;BED AND BREAKFAST;FALSO;30/01/2017
FALSO;FALSO;111405;FALSO;VERO;VERONA;FALSO;ALLE GROTTE B & B;;;FALSO;FALSO;FALSO;;;045/7225841;VERO;VERONA;5;Via San Mattia;FALSO;a.marconi@domusrental.com;FALSO;FALSO;FALSO;;37128;FALSO;FALSO;VERO;;;FALSO;verona;VERO;;FALSO;VERO;;FALSO;VERO;FALSO;VERO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;22/05/2015
FALSO;FALSO;47203;FALSO;VERO;VERONA;FALSO;ALLE MAGNOLIE;www.allemagnolie.com;;FALSO;FALSO;VERO;;2 Leoni;389/8489159;FALSO;VERONA;65;Via Bresciana;FALSO;info@allemagnolie.com;FALSO;FALSO;FALSO;;37139;VERO;FALSO;VERO;;;FALSO;verona;FALSO;;FALSO;VERO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;10/05/2017
VERO;FALSO;45390;FALSO;FALSO;VERONA;FALSO;ALLE PISCINE;www.allepischineverona.it;;FALSO;FALSO;FALSO;;2 Leoni;045/8166007   348/7032897;FALSO;VERONA;19;Via Colonello Galliano;FALSO;info@allepiscineverona.it;FALSO;FALSO;FALSO;;37138;FALSO;FALSO;FALSO;;;FALSO;verona;FALSO;WIFI;FALSO;VERO;;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;28/10/2016
FALSO;FALSO;825;FALSO;FALSO;VERONA;FALSO;ALLE SPEZIE;;;FALSO;FALSO;FALSO;;;3284242742;VERO;CAPRINO VERONESE;74;Via L. Dal Prete;FALSO;;FALSO;FALSO;VERO;;37013;FALSO;FALSO;FALSO;;;FALSO;garda;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;BED AND BREAKFAST;FALSO;19/10/2011
VERO;FALSO;75540;FALSO;FALSO;VERONA;FALSO;ALLOGGIO FUORI PORTA;;;FALSO;FALSO;FALSO;;;340/3002585;FALSO;VERONA;21 int. 4;Via Domenico Morone;FALSO;alloggiofuoriporta@gmail.com;FALSO;FALSO;FALSO;;37131;FALSO;FALSO;FALSO;;;FALSO;verona;VERO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;25/07/2013
FALSO;FALSO;75622;FALSO;FALSO;VERONA;FALSO;ALL'OLIVETO;www.bedalloliveto.it;;FALSO;FALSO;FALSO;;3 Leoni;340 4648037;VERO;BARDOLINO;3/A;Via Ceola,;FALSO;bedalloliveto@gmail.com;FALSO;FALSO;FALSO;;37011;FALSO;FALSO;VERO;;;FALSO;garda;VERO;;FALSO;VERO;;FALSO;FALSO;FALSO;VERO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;13/01/2017
FALSO;FALSO;51551;FALSO;VERO;VERONA;FALSO;AL MANDORLO DI SARA;;;FALSO;FALSO;FALSO;;2 Leoni;0457760131    3355260185;VERO;FUMANE;17 - Loc. Mazzurega;Via A. Badile;FALSO;almandorlodisara@libero.it;FALSO;FALSO;FALSO;;37022;FALSO;FALSO;FALSO;;;FALSO;verona;FALSO;;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;04/08/2016
FALSO;FALSO;167522;FALSO;VERO;VERONA;FALSO;AL MOLINO 2 ROSSO;;;FALSO;FALSO;FALSO;;3 Leoni;3405990753;FALSO;VERONA;2;Via Centro;FALSO;federicasalgarelli@gmail.com;VERO;FALSO;FALSO;;37100;FALSO;FALSO;FALSO;;;FALSO;verona;VERO;vicinanza mezzi pubblici, sala lettura, sala tv, wi-fi;FALSO;VERO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;28/11/2016
FALSO;FALSO;54900;FALSO;VERO;VERONA;FALSO;AL NUMERO 1;www.bbn1.it;;FALSO;FALSO;FALSO;;;392 9469396 - 392 9708361;VERO;SAN MARTINO BUON ALBERGO;1 Loc. Barco;Via Montelungo;FALSO;info@bbn1.it;FALSO;FALSO;FALSO;;37036;FALSO;FALSO;FALSO;;;FALSO;verona;VERO;;FALSO;VERO;;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;04/02/2014
FALSO;FALSO;1029;FALSO;FALSO;VERONA;FALSO;AL PARCO;www.bebealparcoverona.com;;FALSO;FALSO;VERO;;2 Leoni;045566542 - 3383373924;FALSO;VERONA;19;Via Campania;FALSO;alparco-marino@libero.it;FALSO;FALSO;FALSO;;37138;FALSO;FALSO;FALSO;;;FALSO;verona;FALSO;;FALSO;FALSO;;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;23/06/2017
FALSO;FALSO;50983;FALSO;VERO;VERONA;FALSO;AL PICCOLO GIARDINO;www.alpiccologiardino.it;;FALSO;FALSO;VERO;45580694;2 Leoni;045580694      3471531548;FALSO;VERONA;32;Via Medoro;FALSO;ennio.gazzani@tiscali.it;FALSO;FALSO;FALSO;;37135;FALSO;FALSO;FALSO;;;FALSO;verona;VERO;;FALSO;VERO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;BED AND BREAKFAST;FALSO;01/02/2017
FALSO;FALSO;1057;FALSO;VERO;VERONA;FALSO;AL QUADRIFOGLIO  BED AND BREAKFAST;www.alquadrifoglio.it;;FALSO;FALSO;FALSO;+ 39 045 8300181;2 Leoni;+ 39 338 2253681;FALSO;VERONA;6;Via 24 maggio;FALSO;quadrifoglio@alquadrifoglio.it;FALSO;FALSO;VERO;;37126;FALSO;FALSO;FALSO;;;FALSO;verona;VERO;;VERO;VERO;;FALSO;FALSO;FALSO;VERO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;13/10/2017
FALSO;FALSO;1061;FALSO;VERO;VERONA;FALSO;AL RAGGIO DI SOLE;www.alraggiodisole.com;;FALSO;FALSO;FALSO;;2 Leoni;045/8006238;FALSO;VERONA;123;Corso Porta Nuova;FALSO;info@alraggiodisole.com;FALSO;FALSO;FALSO;;37122;FALSO;FALSO;FALSO;;;FALSO;verona;VERO;;VERO;VERO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;11/04/2016
FALSO;FALSO;912;FALSO;VERO;VERONA;FALSO;AL RUSCELLO;http://alruscello.blogspot.com;;FALSO;FALSO;FALSO;;;045/6755472;VERO;PESCANTINA;6   LOC. SETTIMO;Via Dei Peschi;FALSO;alruscello@gmail.com;FALSO;FALSO;FALSO;;37026;FALSO;FALSO;FALSO;;;FALSO;verona;FALSO;piscina;FALSO;VERO;;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;01/10/2012
FALSO;FALSO;117022;FALSO;VERO;VERONA;FALSO;AL SICOMORO;;;FALSO;FALSO;FALSO;;3 Leoni;331 1522802;VERO;GREZZANA;5;Via Cortivi;FALSO;estefanosofa@live.it;FALSO;FALSO;VERO;;37023;FALSO;FALSO;FALSO;;;FALSO;verona;VERO;accettazione gruppi, wi-fi;FALSO;FALSO;;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;VERO;BED AND BREAKFAST;FALSO;13/01/2017
FALSO;FALSO;52056;FALSO;FALSO;VERONA;FALSO;AL TEATRO;;;FALSO;FALSO;FALSO;;2 Leoni;3488137426;FALSO;VERONA;5 int. 3;Via dei Mutilati;FALSO;info@alteatro.it;FALSO;FALSO;FALSO;;37122;FALSO;FALSO;FALSO;;;FALSO;verona;VERO;;VERO;VERO;;FALSO;VERO;FALSO;VERO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;10/04/2017
FALSO;FALSO;114182;FALSO;FALSO;VERONA;FALSO;AL VECCHIO MULINO;;;FALSO;FALSO;FALSO;;3 Leoni;335/5937402;VERO;SANT'AMBROGIO DI VALPOLICELLA;1/C;VIA RONCO;FALSO;arpesani.monica@gmail.com;FALSO;FALSO;FALSO;;37015;FALSO;FALSO;FALSO;;;FALSO;verona;VERO;WI-FI;FALSO;VERO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;15/11/2016
FALSO;FALSO;48942;FALSO;FALSO;VERONA;FALSO;AL VECCHIO OLIVO;www.alvecchioolivo.jimdo.com;;FALSO;FALSO;FALSO;045/6379688;;045/6316606    333/2851879;FALSO;VALEGGIO SUL MINCIO;42;Loc. Pozzi;FALSO;alvecchioolivo@hotmail.it;FALSO;FALSO;VERO;;37067;FALSO;FALSO;FALSO;;;FALSO;garda;FALSO;;FALSO;VERO;;FALSO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;BED AND BREAKFAST;FALSO;28/09/2012
