"STAZIONE FS";"AEROPORTO";"CODICE IDENTIFICATIVO";"SALA CONFERENZE";"PARCHEGGIO";"PROVINCIA";"IMPIANTI RISALITA";"DENOMINAZIONE";"SITO WEB";"STELLE";"TERMALE";"ACCESSO AI DISABILI";"PERIFERIA";"FAX";"NUOVA CLASSIFICAZIONE LR11";"TELEFONO";"COLLINARE";"COMUNE";"NUMERO CIVICO";"INDIRIZZO";"SOLARIUM";"EMAIL";"ZONA FIERA";"LAGO";"SPAGNOLO";"INTERNO";"CAP";"AUTOSTRADA";"FITNESS";"GIOCHI BIMBI";"TIPOLOGIA SECONDARIA";"CATEGORIA";"SAUNA";"ZONA";"INGLESE";"ALTRI SERVIZI";"CENTRO STORICO";"ARIA CONDIZIONATA";"LOCALITA";"MARE";"ANIMALI AMMESSI";"PISCINA";"TEDESCO";"CHIUSURA TEMPORANEA";"RISTORANTE";"FRANCESE";"TIPOLOGIA";"PISCINA COPERTA";"DATA ULTIMA MODIFICA"
"Vero";"Vero";"47908";"Falso";"Vero";"VERONA";"Falso";"HOTEL RELAIS CASTELLO DI BEVILACQUA";"www.castellodibevilacqua.com";"4 ****";"Falso";"Falso";"Falso";"0442642192";"4 ****";"044293655";"Falso";"BEVILACQUA";"50";"VIA ROMA";"Falso";"roberto@castellodibevilacqua.com";"Falso";"Falso";"Falso";;"37040";"Falso";"Falso";"Falso";"Albergo";;"Falso";"verona";"Vero";;"Vero";"Vero";;"Falso";"Vero";"Falso";"Vero";"Falso";"Vero";"Vero";"ALBERGO";"Falso";"06/04/2017"
"Falso";"Falso";"47866";"Falso";"Vero";"VERONA";"Falso";"HOTEL RESIDENCE VILLABARTOLOMEA";"www.hotelvillabartolomea.it";"4 ****";"Falso";"Falso";"Vero";"0442650050";"4 ****";"0442650060";"Falso";"VILLA BARTOLOMEA";;"Via Boschetto";"Falso";"info@hotelvillabartolomea.it";"Falso";"Falso";"Vero";;"37049";"Falso";"Vero";"Vero";"Albergo";;"Vero";"verona";"Vero";;"Falso";"Vero";;"Falso";"Vero";"Vero";"Vero";"Falso";"Vero";"Vero";"ALBERGO";"Vero";"16/01/2017"
"Vero";"Falso";"3442";"Falso";"Vero";"VERONA";"Falso";"HOTEL SAN MARCO";"www.sanmarco.vr.it";"4 ****";"Falso";"Falso";"Vero";"045572299";"4 ****";"045569011";"Falso";"VERONA";"42";"Via Longhena";"Falso";"sanmarco@sanmarco.vr.it";"Falso";"Falso";"Falso";;"37138";"Falso";"Vero";"Falso";"Albergo";;"Vero";"verona";"Vero";;"Falso";"Vero";;"Falso";"Falso";"Vero";"Vero";"Falso";"Falso";"Vero";"ALBERGO";"Vero";"10/04/2017"
"Falso";"Falso";"2722";"Falso";"Vero";"VERONA";"Falso";"HOTEL SPORTSMAN";"www.europlan.it";"4 ****";"Falso";"Falso";"Falso";"0456210420";"4 ****";"0456210555";"Falso";"BARDOLINO";;"Località  Serenella";"Falso";"hotels@europlan.it";"Falso";"Vero";"Falso";;"37011";"Falso";"Vero";"Falso";"Albergo";;"Vero";"garda";"Vero";;"Falso";"Vero";;"Falso";"Falso";"Vero";"Vero";"Falso";"Vero";"Vero";"ALBERGO";"Falso";"06/03/2017"
"Falso";"Falso";"46419";"Falso";"Vero";"VERONA";"Falso";"HOTEL VILLA DEI CEDRI";"www.villadeicedri.com";"4 ****";"Vero";"Falso";"Falso";"0456490382";"4 ****";"0457590988";"Vero";"LAZISE";"4";"Fraz. COLA', PIAZZA DI SOPRA";"Falso";"villadeicedri@villadeicedri.com";"Falso";"Vero";"Falso";;"37017";"Falso";"Falso";"Falso";"Albergo";;"Falso";"garda";"Vero";;"Falso";"Vero";;"Falso";"Falso";"Vero";"Vero";"Falso";"Falso";"Vero";"ALBERGO";"Vero";"16/01/2017"
"Falso";"Falso";"48243";"Falso";"Vero";"VERONA";"Falso";"HOTEL VILLA GIONA";"www.villagiona.it";"4 ****";"Falso";"Falso";"Vero";"0456858671";;"0457725068";"Falso";"SAN PIETRO IN CARIANO";"83/85";"VIA CENGIA";"Falso";"info@villagiona.it";"Falso";"Falso";"Falso";;"37029";"Falso";"Falso";"Falso";"Albergo";;"Falso";"verona";"Vero";;"Falso";"Vero";;"Falso";"Falso";"Falso";"Vero";"Falso";"Vero";"Falso";"ALBERGO";"Falso";"22/03/2017"
"Falso";"Falso";"48244";"Falso";"Vero";"VERONA";"Falso";"HOTEL VILLA GIONA - DIPENDENZA";"www.villagiona.it";"4 ****";"Falso";"Falso";"Vero";;;"0457725068";"Falso";"SAN PIETRO IN CARIANO";"83/85";"VIA CENGIA";"Falso";"villagiona@villagiona.it";"Falso";"Falso";"Falso";;"37029";"Falso";"Falso";"Falso";"Albergo";;"Falso";"verona";"Vero";;"Falso";"Vero";;"Falso";"Falso";"Falso";"Vero";"Falso";"Falso";"Falso";"ALBERGO";"Falso";"17/03/2016"
"Falso";"Falso";"4990";"Falso";"Vero";"VERONA";"Falso";"HOTEL VILLA MALASPINA";"www.hotelvillamalaspina.com";"4 ****";"Falso";"Falso";"Falso";"0458529118";"4 ****";"0458521900";"Falso";"CASTEL D'AZZANO";"6";"Via Cavour";"Falso";"info@hotelvillamalaspina.com";"Falso";"Falso";"Vero";;"37060";"Falso";"Vero";"Falso";"Albergo";;"Vero";"verona";"Vero";;"Falso";"Vero";;"Falso";"Falso";"Vero";"Vero";"Falso";"Vero";"Vero";"ALBERGO";"Vero";"10/04/2017"
"Falso";"Falso";"3373";"Falso";"Vero";"VERONA";"Falso";"INTERNAZIONALE";"www.chincherini.com";"4 ****";"Falso";"Falso";"Falso";"0456296600";"4 ****";"0457225169";"Falso";"TORRI DEL BENACO";"43";"Località Fornare";"Falso";"info@chincherini.com";"Falso";"Vero";"Falso";;"37010";"Falso";"Falso";"Falso";"Albergo";;"Falso";"garda";"Vero";;"Falso";"Vero";;"Falso";"Falso";"Vero";"Vero";"Falso";"Vero";"Falso";"ALBERGO";"Falso";"10/01/2017"
"Falso";"Falso";"2999";"Falso";"Vero";"VERONA";"Falso";"ITALIA";"www.hotelitaliagarda.com";"4 ****";"Falso";"Falso";"Vero";"045/6270320";"4 ****";"045/6270288";"Falso";"GARDA";"12";"Via Della Pace";"Falso";"info@hotelitaliagarda.com";"Falso";"Vero";"Falso";;"37016";"Falso";"Falso";"Falso";"Albergo";;"Falso";"garda";"Vero";;"Falso";"Vero";;"Falso";"Falso";"Falso";"Vero";"Falso";"Vero";"Vero";"ALBERGO";"Falso";"20/10/2017"
"Falso";"Falso";"28288";"Falso";"Vero";"VERONA";"Falso";"LUNA (DIPENDENZA PARC HOTEL)";"www.parchotels.it";"4 ****";"Falso";"Falso";"Falso";"0365954354";"4 ****";"0365913534";"Falso";"CASTELNUOVO DEL GARDA";;"via brolo";"Falso";"garda@parchotels.it";"Falso";"Falso";"Falso";;"37014";"Vero";"Vero";"Falso";"Albergo";;"Vero";"garda";"Vero";;"Falso";"Vero";;"Falso";"Vero";"Vero";"Vero";"Falso";"Vero";"Falso";"ALBERGO";"Vero";"16/01/2017"
"Falso";"Falso";"3449";"Falso";"Vero";"VERONA";"Falso";"MONTRESOR HOTEL PALACE";"www.montresorgroup.com";"4 ****";"Falso";"Vero";"Vero";"045576667";"4 ****";"045575700";"Falso";"VERONA";"19";"Via Galvani";"Falso";"palace@montresorgroup.com";"Falso";"Falso";"Vero";;"37138";"Falso";"Falso";"Falso";"Albergo";;"Falso";"verona";"Vero";;"Falso";"Vero";;"Falso";"Vero";"Falso";"Vero";"Falso";"Vero";"Vero";"ALBERGO";"Falso";"13/02/2018"
"Falso";"Falso";"2853";"Falso";"Vero";"VERONA";"Falso";"MONTRESOR HOTEL TOWER";"www.montresorgroup.com";"4 ****";"Falso";"Falso";"Vero";"0456762222";;"0456761000";"Falso";"BUSSOLENGO";"30/A";"Via Mantegna";"Falso";"tower@montresorgroup.com";"Falso";"Falso";"Vero";;"37012";"Falso";"Falso";"Falso";"Albergo";;"Falso";"garda";"Vero";;"Falso";"Vero";;"Falso";"Vero";"Falso";"Vero";"Falso";"Vero";"Vero";"ALBERGO";"Falso";"11/02/2013"
"Falso";"Falso";"108982";"Falso";"Vero";"VERONA";"Falso";"PALAZZO AI CAPITANI";"www.palazzoaicapitani.it";"4 ****";"Falso";"Falso";"Falso";;"4 ****";"045 7552742 - 339 7444665";"Falso";"PESCHIERA DEL GARDA";"2/4";"Via Castelletto";"Falso";"info@palazzoaicapitani.it";"Falso";"Vero";"Falso";;"37019";"Vero";"Falso";"Falso";"Albergo";;"Falso";"garda";"Vero";;"Vero";"Falso";;"Falso";"Falso";"Falso";"Vero";"Falso";"Falso";"Falso";"ALBERGO";"Falso";"12/01/2017"
"Falso";"Falso";"2900";"Falso";"Vero";"VERONA";"Falso";"PARC HOTEL";"www.parchotels.it";"4 ****";"Falso";"Falso";"Vero";"04564052020";"4 ****";"04564052011";"Falso";"CASTELNUOVO DEL GARDA";;"Località  Brolo";"Falso";"garda@parchotels.it";"Falso";"Falso";"Falso";;"37014";"Falso";"Vero";"Falso";"Albergo";;"Vero";"garda";"Vero";;"Falso";"Vero";;"Falso";"Vero";"Vero";"Vero";"Falso";"Vero";"Falso";"ALBERGO";"Falso";"16/01/2017"
"Falso";"Falso";"2710";"Falso";"Vero";"VERONA";"Falso";"PARC HOTEL GRITTI";"www.parchotels.it";"4 ****";"Falso";"Falso";"Falso";"0456210313";"4 ****";"0456210333";"Falso";"BARDOLINO";"14";"Via G. D'Annunzio,";"Falso";"garda@parchotels.it";"Falso";"Vero";"Vero";;"37011";"Falso";"Vero";"Falso";"Albergo";;"Vero";"garda";"Vero";"SOLARIUM, IDROMASSAGGIO";"Vero";"Vero";;"Falso";"Vero";"Vero";"Vero";"Falso";"Vero";"Vero";"ALBERGO";"Vero";"14/03/2017"
"Falso";"Falso";"2704";"Falso";"Vero";"VERONA";"Falso";"PARK HOTEL AFFI";"www.cithotels.com";"4 ****";"Falso";"Vero";"Vero";"0457238104";;"0457235650";"Falso";"AFFI";"1/A";"Via Crivellin";"Falso";"parkhotelaffi@gmail.com";"Falso";"Vero";"Falso";;"37010";"Vero";"Falso";"Falso";"Albergo";;"Vero";"garda";"Vero";"ELIPORTO";"Falso";"Vero";;"Falso";"Vero";"Vero";"Vero";"Falso";"Vero";"Vero";"ALBERGO";"Falso";"14/06/2016"
"Falso";"Falso";"2959";"Falso";"Vero";"VERONA";"Falso";"PARK HOTEL OASI";"www.chincherini.com";"4 ****";"Falso";"Falso";"Vero";"0457256705";"4 ****";"0457256690";"Falso";"GARDA";;"Via Della Pace";"Falso";"info@chincherini.com";"Falso";"Falso";"Falso";;"37016";"Falso";"Falso";"Vero";"Albergo";;"Falso";"garda";"Vero";;"Falso";"Vero";;"Falso";"Falso";"Vero";"Vero";"Falso";"Vero";"Vero";"ALBERGO";"Falso";"24/03/2017"
"Falso";"Falso";"3111";"Falso";"Vero";"VERONA";"Falso";"PARK HOTEL QUERCETO";"www.parkhotelquerceto.com";"4 ****";"Falso";"Falso";"Falso";"0457400848";"4 ****";"0457400344";"Vero";"MALCESINE";"113";"VIA PANORAMICA";"Falso";"info@parkhotelquerceto.com";"Falso";"Vero";"Falso";;"37018";"Falso";"Vero";"Vero";"Albergo";;"Vero";"garda";"Vero";;"Falso";"Falso";;"Falso";"Falso";"Vero";"Vero";"Falso";"Vero";"Falso";"ALBERGO";"Falso";"13/01/2017"
"Falso";"Falso";"3196";"Falso";"Vero";"VERONA";"Falso";"PICCOLO HOTEL";"www.piccolohotelnogara.com";"4 ****";"Falso";"Falso";"Falso";"0442510342";"4 ****";"044288147";"Falso";"NOGARA";"28";"Via Maso";"Falso";"info@piccolohotelnogara.com";"Falso";"Falso";"Falso";;"37054";"Falso";"Vero";"Falso";"Albergo";;"Vero";"verona";"Vero";;"Falso";"Vero";;"Falso";"Vero";"Vero";"Vero";"Falso";"Vero";"Vero";"ALBERGO";"Falso";"11/01/2017"
"Falso";"Falso";"48741";"Falso";"Vero";"VERONA";"Falso";"PRINCIPE DI LAZISE WELLNESS HOTEL & SPA";"www.hotelprincipedilazise.com";"4 ****";"Falso";"Falso";"Vero";"045/6490228";"4 ****";"045/6490177";"Falso";"LAZISE";"7";"VIA DELLE GREGHE,";"Falso";"manager@hotelprincipedilazise.com";"Falso";"Vero";"Vero";;"37017";"Falso";"Falso";"Falso";"Albergo";;"Vero";"garda";"Vero";;"Falso";"Vero";;"Falso";"Falso";"Vero";"Vero";"Falso";"Vero";"Vero";"ALBERGO";"Vero";"23/03/2017"
"Falso";"Falso";"3354";"Falso";"Vero";"VERONA";"Falso";"ROXY PLAZA HOTEL";"www.hotelroxyplaza.it";"4 ****";"Falso";"Falso";"Falso";"0456190676";"4 ****";"0456190660";"Vero";"SOAVE";"4";"Via San Matteo";"Falso";"info@hotelroxyplaza.it";"Falso";"Falso";"Falso";;"37038";"Vero";"Falso";"Falso";"Albergo";;"Falso";"verona";"Vero";;"Vero";"Vero";;"Falso";"Falso";"Falso";"Vero";"Falso";"Falso";"Vero";"ALBERGO";"Falso";"16/01/2017"
"Falso";"Falso";"3294";"Falso";"Vero";"VERONA";"Falso";"SGH HOTEL CATULLO";"www.shghotelcatullo.com";"4 ****";"Falso";"Falso";"Vero";"0458781526";"4 ****";"045995000";"Falso";"SAN MARTINO BUON ALBERGO";"35/37";"Viale del Lavoro";"Falso";"info@shghotelcatullo.com";"Falso";"Falso";"Vero";;"37036";"Vero";"Vero";"Falso";"Albergo";;"Falso";"verona";"Vero";;"Falso";"Vero";;"Falso";"Vero";"Falso";"Vero";"Falso";"Vero";"Vero";"ALBERGO";"Falso";"11/01/2017"
"Falso";"Falso";"3429";"Falso";"Vero";"VERONA";"Falso";"SHG HOTEL VERONA";;"4 ****";"Falso";"Falso";"Falso";"045 976277";"4 ****";"045 8952556";"Falso";"VERONA";"346";"Via Unità D'Italia";"Falso";"direzione@shghotelverona.com";"Falso";"Falso";"Vero";;"37132";"Vero";"Falso";"Vero";"Albergo";;"Falso";"verona";"Vero";;"Falso";"Vero";;"Falso";"Vero";"Falso";"Vero";"Falso";"Vero";"Vero";"ALBERGO";"Falso";"31/01/2017"
"Falso";"Falso";"2899";"Falso";"Falso";"VERONA";"Falso";"SOLE - ACTIVE HOTEL PARADISO & GOLF";"www.parchotels.it";"4 ****";"Falso";"Falso";"Falso";"0456405850";"4 ****";"0456405811";"Falso";"CASTELNUOVO DEL GARDA";"2/b";"Via Coppo";"Falso";"paradisoresort@parchotels.it";"Falso";"Falso";"Falso";;"37014";"Vero";"Falso";"Falso";"Albergo";;"Falso";"garda";"Vero";;"Falso";"Falso";;"Falso";"Falso";"Vero";"Vero";"Falso";"Falso";"Falso";"ALBERGO";"Falso";"16/05/2016"
"Falso";"Falso";"3259";"Falso";"Falso";"VERONA";"Falso";"STELLA - DIP. ACTIVE HOTEL PARADISO & GOLF";"www.parchotels.it";"4 ****";"Falso";"Falso";"Vero";"0456405850";"4 ****";"0456405811";"Falso";"PESCHIERA DEL GARDA";"2/b";"Via Coppo";"Falso";"paradisoresort@parchotels.it";"Falso";"Falso";"Falso";;"37019";"Vero";"Falso";"Falso";"Albergo";;"Falso";"garda";"Vero";;"Falso";"Falso";;"Falso";"Falso";"Vero";"Vero";"Falso";"Falso";"Falso";"ALBERGO";"Falso";"16/05/2016"
"Falso";"Falso";"49569";"Falso";"Vero";"VERONA";"Falso";"THE ZIBA HOTEL & SPA";"www.thezibahotel.it";"4 ****";"Falso";"Falso";"Vero";"0456402596";"4 ****";"0456402522";"Falso";"PESCHIERA DEL GARDA";"41";"VIA BELL'ITALIA";"Falso";"info@thezibahotel.it";"Falso";"Vero";"Vero";;"37019";"Falso";"Falso";"Falso";"Albergo";;"Vero";"garda";"Vero";"WELLNESS";"Falso";"Vero";;"Falso";"Falso";"Vero";"Vero";"Vero";"Vero";"Vero";"ALBERGO";"Falso";"11/01/2017"
"Falso";"Falso";"28287";"Falso";"Vero";"VERONA";"Falso";"VENERE  (DIPENDENZA PARC HOTEL)";"www.parchotels.it";"4 ****";"Falso";"Falso";"Falso";"04564052020";"4 ****";"04564052011";"Falso";"CASTELNUOVO DEL GARDA";;"via brolo";"Falso";"garda@parchotels.it";"Falso";"Falso";"Falso";;"37014";"Vero";"Vero";"Falso";"Albergo";;"Vero";"garda";"Vero";;"Falso";"Vero";;"Falso";"Vero";"Vero";"Vero";"Falso";"Vero";"Falso";"ALBERGO";"Vero";"16/01/2017"
"Falso";"Falso";"3154";"Falso";"Vero";"VERONA";"Falso";"VENEZIA";"www.hotelvenezia-malcesine.it";"4 ****";"Falso";"Falso";"Falso";"0457401077";"4 ****";"0457400070";"Falso";"MALCESINE";"26";"Viale Roma";"Falso";"info@hotelvenezia-malcesine.it";"Falso";"Vero";"Falso";;"37018";"Falso";"Falso";"Falso";"Albergo";;"Falso";"garda";"Vero";;"Vero";"Vero";;"Falso";"Falso";"Falso";"Vero";"Falso";"Vero";"Vero";"ALBERGO";"Falso";"31/01/2017"
"Falso";"Falso";"44628";"Falso";"Vero";"VERONA";"Falso";"VILLA CALCINARDI (DEPENDANCE HOTEL DEL PORTO)";"www.hoteldelporto.it";"4 ****";"Falso";"Falso";"Falso";"0456290262";"4 ****";"0457225051";"Falso";"TORRI DEL BENACO";"1";"LUNGOLAGO BARBARANI";"Falso";"info@hoteldelporto.it";"Falso";"Vero";"Vero";;"37010";"Falso";"Falso";"Falso";"Albergo";;"Falso";"garda";"Vero";;"Vero";"Vero";;"Falso";"Vero";"Falso";"Vero";"Falso";"Vero";"Vero";"ALBERGO";"Falso";"08/06/2017"
"Falso";"Falso";"99203";"Falso";"Vero";"VERONA";"Falso";"VILLA - DIPENDENZA LE ALI DEL FRASSINO RESORT";"www.lealidelfrassino.it";"4 ****";"Falso";"Falso";"Falso";"045 4950329";"4 ****";"045 4950327";"Falso";"PESCHIERA DEL GARDA";"13";"Via Santa Cristina";"Falso";"info@lealidelfrassino.it";"Falso";"Vero";"Falso";;"37019";"Falso";"Falso";"Falso";"Albergo";;"Vero";"garda";"Vero";"vicinanze golf,";"Falso";"Falso";;"Falso";"Vero";"Vero";"Vero";"Falso";"Vero";"Vero";"ALBERGO";"Falso";"24/04/2017"
"Falso";"Falso";"55540";"Falso";"Vero";"VERONA";"Falso";"AQUALUX HOTEL SPA SUITE & TERME";"www.aqualuxhotel.com";"4 **** SUPERIOR";"Vero";"Falso";"Falso";"045 62299900";"4 **** SUPERIOR";"045 6229999";"Falso";"BARDOLINO";"24/b";"Via Europa Unita";"Falso";"info@aqualuxhotel.com";"Falso";"Vero";"Vero";;"37011";"Falso";"Vero";"Vero";"Albergo";;"Vero";"garda";"Vero";"spa";"Falso";"Vero";;"Falso";"Vero";"Vero";"Vero";"Falso";"Vero";"Vero";"ALBERGO";"Vero";"24/11/2016"
"Falso";"Falso";"2806";"Falso";"Vero";"VERONA";"Falso";"BELFIORE PARK HOTEL";"www.consolinihotels.it";"4 **** SUPERIOR";"Falso";"Falso";"Falso";"0457420653";"4 **** SUPERIOR";"0457420179";"Falso";"BRENZONE SUL GARDA";"3";"Via Zanardelli";"Falso";"info@consolinihotels.it";"Falso";"Vero";"Falso";;"37010";"Falso";"Vero";"Vero";"Albergo";;"Vero";"garda";"Vero";;"Falso";"Vero";;"Falso";"Vero";"Vero";"Vero";"Falso";"Vero";"Vero";"ALBERGO";"Vero";"05/12/2017"
"Falso";"Falso";"2925";"Falso";"Vero";"VERONA";"Falso";"BOFFENIGO SMALL & BEAUTIFUL THERMAE";"www.boffenigo.it";"4 **** SUPERIOR";"Falso";"Falso";"Falso";"0454970826";"4 **** SUPERIOR";"0457200178";"Vero";"COSTERMANO SUL GARDA";"6";"Via Boffenigo";"Falso";"info@boffenigo.it";"Falso";"Vero";"Falso";;"37010";"Falso";"Vero";"Falso";"Albergo";;"Vero";"garda";"Vero";;"Falso";"Vero";;"Falso";"Vero";"Vero";"Vero";"Falso";"Vero";"Vero";"ALBERGO";"Vero";"07/11/2017"
"Falso";"Falso";"177322";"Falso";"Vero";"VERONA";"Falso";"CA' BARBINI RESORT";"www.cabarbiniresort.com";"4 **** SUPERIOR";"Falso";"Falso";"Falso";;"4 **** SUPERIOR";"0457255404";"Vero";"GARDA";"27";"VIA VAL MORA";"Falso";"info@cabarbiniresort.com";"Falso";"Vero";"Falso";;"37016";"Falso";"Falso";"Falso";"Albergo";;"Vero";"garda";"Vero";;"Falso";"Vero";;"Falso";"Falso";"Vero";"Vero";"Falso";"Falso";"Falso";"ALBERGO";"Falso";"20/10/2017"
"Falso";"Falso";"46055";"Falso";"Vero";"VERONA";"Falso";"CASA BARCA";"www.casabarca.com";"4 **** SUPERIOR";"Falso";"Falso";"Falso";"0456570763";"4 **** SUPERIOR";"0457400842";"Falso";"MALCESINE";"15";"Via Panoramica";"Falso";"info@casabarca.com";"Falso";"Falso";"Falso";;"37018";"Falso";"Vero";"Falso";"Albergo";;"Vero";"garda";"Vero";"IDROMASSAGGIO-BAGNO TURCO";"Falso";"Vero";;"Falso";"Falso";"Vero";"Vero";"Falso";"Falso";"Falso";"ALBERGO";"Falso";"10/04/2017"
"Falso";"Falso";"179590";"Falso";"Falso";"VERONA";"Falso";"CASA BARCA DIPENDENZA";;"4 **** SUPERIOR";"Falso";"Falso";"Falso";;"4 **** SUPERIOR";;"Falso";"MALCESINE";"15";"via Panoramica";"Falso";;"Falso";"Falso";"Falso";;"37018";"Falso";"Falso";"Falso";"Albergo";;"Falso";"garda";"Falso";;"Falso";"Falso";;"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"Falso";"ALBERGO";"Falso";"10/04/2017"
"Falso";"Falso";"3137";"Falso";"Vero";"VERONA";"Falso";"DU LAC";"www.dulac.it";"4 **** SUPERIOR";"Falso";"Falso";"Falso";"0457400788";"4 **** SUPERIOR";"0457400156";"Falso";"MALCESINE";"63";"VIA GARDESANA";"Falso";"info@dulac.it";"Falso";"Vero";"Vero";;"37018";"Falso";"Vero";"Falso";"Albergo";;"Vero";"garda";"Vero";;"Falso";"Vero";;"Falso";"Vero";"Vero";"Vero";"Falso";"Vero";"Vero";"ALBERGO";"Falso";"26/06/2017"
"Falso";"Falso";"3081";"Falso";"Vero";"VERONA";"Falso";"EUROPA";"www.europa-hotel.net";"4 **** SUPERIOR";"Falso";"Falso";"Vero";"0456570245";"4 **** SUPERIOR";"0457400022";"Falso";"MALCESINE";"173";"Via Gardesana";"Falso";"info@europa-hotel.net";"Falso";"Vero";"Falso";;"37018";"Falso";"Falso";"Falso";"Albergo";;"Falso";"garda";"Vero";;"Falso";"Vero";;"Falso";"Vero";"Vero";"Vero";"Falso";"Vero";"Vero";"ALBERGO";"Vero";"25/10/2016"
"Falso";"Falso";"3439";"Falso";"Vero";"VERONA";"Falso";"HOTEL ACCADEMIA";"www.accademiavr.it";"4 **** SUPERIOR";"Falso";"Vero";"Falso";"0458008440";"4 **** SUPERIOR";"045596222";"Falso";"VERONA";"12";"Via Scala";"Falso";"accademia@accademiavr.it";"Falso";"Falso";"Falso";;"37121";"Falso";"Falso";"Falso";"Albergo";;"Falso";"verona";"Vero";;"Vero";"Vero";;"Falso";"Falso";"Falso";"Vero";"Falso";"Vero";"Vero";"ALBERGO";"Falso";"11/01/2017"
"Falso";"Falso";"49506";"Falso";"Vero";"VERONA";"Falso";"HOTEL CORTE VALIER";"www.cortevalier.com";"4 **** SUPERIOR";"Falso";"Falso";"Falso";"045 6471223";"4 **** SUPERIOR";"045 6471210";"Falso";"LAZISE";"9";"VIA DELLA PERGOLANA";"Falso";"info@cortevalier.com";"Falso";"Vero";"Falso";;"37017";"Falso";"Vero";"Vero";"Albergo";;"Vero";"garda";"Vero";;"Falso";"Vero";;"Falso";"Falso";"Vero";"Vero";"Falso";"Vero";"Falso";"ALBERGO";"Vero";"15/03/2017"
"Vero";"Falso";"3450";"Falso";"Vero";"VERONA";"Falso";"HOTEL GIBERTI";"www.hotelgiberti.it";"4 **** SUPERIOR";"Falso";"Falso";"Falso";"0458001955";"4 **** SUPERIOR";"0458006900";"Falso";"VERONA";"7";"Via Giberti";"Falso";"info@hotelgiberti.it";"Falso";"Falso";"Vero";;"37122";"Falso";"Falso";"Falso";"Albergo";;"Falso";"verona";"Vero";;"Vero";"Vero";;"Falso";"Vero";"Falso";"Vero";"Falso";"Falso";"Vero";"ALBERGO";"Falso";"21/08/2015"
"Vero";"Falso";"3451";"Falso";"Vero";"VERONA";"Falso";"HOTEL SAN PIETRO";"www.hotelsanpietroverona.it";"4 **** SUPERIOR";"Falso";"Falso";"Vero";"045585114";"4 **** SUPERIOR";"045582600";"Falso";"VERONA";"1";"Via S. Teresa";"Falso";"info@hotelsanpietroverona.it";"Vero";"Falso";"Vero";;"37135";"Vero";"Falso";"Falso";"Albergo";;"Falso";"verona";"Vero";;"Falso";"Vero";;"Falso";"Vero";"Falso";"Vero";"Falso";"Falso";"Vero";"ALBERGO";"Falso";"20/06/2016"
"Falso";"Falso";"99182";"Falso";"Vero";"VERONA";"Falso";"LE ALI DEL FRASSINO RESORT";"www.lealidelfrassino.it";"4 **** SUPERIOR";"Falso";"Falso";"Falso";"045 4950329";"4 **** SUPERIOR";"045 4950327";"Falso";"PESCHIERA DEL GARDA";"13";"Via Santa Cristina";"Falso";"info@lealidelfrassino.it";"Falso";"Vero";"Vero";;"37019";"Falso";"Falso";"Falso";"Albergo";;"Vero";"garda";"Vero";"servizio navetta, wi-fi - vicinanza golf";"Falso";"Vero";;"Falso";"Vero";"Vero";"Vero";"Falso";"Vero";"Vero";"ALBERGO";"Falso";"10/04/2017"
"Falso";"Falso";"3085";"Falso";"Vero";"VERONA";"Falso";"MAXIMILIAN";"www.hotelmaximilian.com";"4 **** SUPERIOR";"Falso";"Falso";"Falso";"0456570117";"4 **** SUPERIOR";"0457400317/7401188";"Falso";"MALCESINE";"8";"Località Val di Sogno";"Falso";"info@hotelmaximilian.com";"Falso";"Vero";"Falso";;"37018";"Falso";"Vero";"Falso";"Albergo";;"Vero";"garda";"Vero";"beauty center";"Falso";"Vero";;"Falso";"Falso";"Vero";"Vero";"Falso";"Vero";"Vero";"ALBERGO";"Vero";"30/06/2017"
"Falso";"Falso";"2738";"Falso";"Vero";"VERONA";"Falso";"PALACE HOTEL SAN PIETRO";"www.hotelsanpietro.eu";"4 **** SUPERIOR";"Falso";"Falso";"Falso";"0457210023";"4 **** SUPERIOR";"0457210588";"Falso";"BARDOLINO";"15";"Via Madonnina";"Falso";"info@hotelsanpietro.eu";"Falso";"Vero";"Falso";;"37011";"Falso";"Falso";"Falso";"Albergo";;"Falso";"garda";"Vero";;"Falso";"Vero";;"Falso";"Falso";"Vero";"Vero";"Falso";"Vero";"Vero";"ALBERGO";"Falso";"16/02/2018"
"Falso";"Falso";"2948";"Falso";"Vero";"VERONA";"Falso";"REGINA ADELAIDE";"www.regina-adelaide.it";"4 **** SUPERIOR";"Falso";"Falso";"Falso";"0457256263";"4 **** SUPERIOR";"0457255977";"Falso";"GARDA";"23";"Via San Francesco D'Assisi";"Falso";"hotel@regina-adelaide.it";"Falso";"Vero";"Falso";;"37016";"Falso";"Vero";"Falso";"Albergo";;"Vero";"garda";"Vero";"bagnoturco-wifi-palestra-pilates-spa";"Vero";"Vero";;"Falso";"Vero";"Vero";"Vero";"Falso";"Vero";"Vero";"ALBERGO";"Vero";"15/01/2018"
